,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
5641,626003,Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar,Tamil Nadu,TRUE
5642,271310,Gonda_AmanColony_D (Uttar Pradesh),Gonda_AmanColony_D (Uttar Pradesh),Gonda_AmanColony_D (Uttar Pradesh),Gonda,Uttar Pradesh,TRUE
5643,503302,Yellareddy_Arjunawada_D (Telangana),Yellareddy_Arjunawada_D (Telangana),Yellareddy_Arjunawada_D (Telangana),Yellareddy,Telangana,TRUE
5644,533261,Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta,Andhra Pradesh,TRUE
5645,515763,Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg_Ward8_D (Andhra Pradesh),Kalyandurg,Andhra Pradesh,TRUE
5646,754219,Aul_Rasulpur_D (Orissa),Aul_Rasulpur_D (Orissa),Aul_Rasulpur_D (Orissa),Aul,Orissa,TRUE
5647,425203,Bhusawal_Kanhala_D (Maharashtra),Bhusawal_Kanhala_D (Maharashtra),Bhusawal_Kanhala_D (Maharashtra),Bhusawal,Maharashtra,TRUE
5648,761208,Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi,Orissa,FALSE
5649,609310,Karaikal_Bharathinagar_D (Pondicherry),Karaikal_Bharathinagar_D (Pondicherry),Karaikal_Bharathinagar_D (Pondicherry),Karaikal,Pondicherry,TRUE
5650,212658,Khaga_GTRoad_D (Uttar Pradesh),Khaga_GTRoad_D (Uttar Pradesh),Khaga_GTRoad_D (Uttar Pradesh),Khaga,Uttar Pradesh,TRUE
5651,143533,Dinanagar_AryaNagar_D (Punjab),Dinanagar_AryaNagar_D (Punjab),Dinanagar_AryaNagar_D (Punjab),Dinanagar,Punjab,TRUE
5652,560113,Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore,Karnataka,FALSE
5653,678573,Akaloor_Mankara_D (Kerala),Akaloor_Mankara_D (Kerala),Akaloor_Mankara_D (Kerala),Akaloor,Kerala,TRUE
5654,521123,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,TRUE
5655,770039,Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela,Orissa,TRUE
5656,401401,Palghar_VishnuNagar_L (Maharashtra),Palghar_VishnuNagar_L (Maharashtra),Palghar_VishnuNagar_L (Maharashtra),Palghar,Maharashtra,TRUE
5657,586130,Bijapur_Mahalbhagayat_I (Karnataka),Bijapur_Mahalbhagayat_I (Karnataka),Bijapur_Mahalbhagayat_I (Karnataka),Bijapur,Karnataka,TRUE
5658,224195,Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya,Uttar Pradesh,TRUE
5659,757052,Betnoti_Bhagabati_DPP (Orissa),Betnoti_Bhagabati_DPP (Orissa),Betnoti_Bhagabati_DPP (Orissa),Betnoti,Orissa,FALSE
5660,209867,Unnao_KulhaBagha_D (Uttar Pradesh),Unnao_KulhaBagha_D (Uttar Pradesh),Unnao_KulhaBagha_D (Uttar Pradesh),Unnao,Uttar Pradesh,TRUE
5661,110005,Delhi_Naraina_L (Delhi),Delhi_Naraina_L (Delhi),Delhi_Naraina_L (Delhi),Delhi,Delhi,FALSE
5662,224158,Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj,Uttar Pradesh,TRUE
5663,686021,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
5664,396031,Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad,Gujarat,TRUE
5665,713165,Manteswar_MemariRD_D (West Bengal),Manteswar_MemariRD_D (West Bengal),Manteswar_MemariRD_D (West Bengal),Manteswar,West Bengal,TRUE
5666,782010,Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon,Assam,TRUE
5667,493885,Abhanpur_DhamtariRoad_D (Chhattisgarh),Abhanpur_DhamtariRoad_D (Chhattisgarh),Abhanpur_DhamtariRoad_D (Chhattisgarh),Abhanpur,Chhattisgarh,FALSE
5668,140117,AnandpurSahib_Ganguwal_D (Punjab),AnandpurSahib_Ganguwal_D (Punjab),AnandpurSahib_Ganguwal_D (Punjab),Anandpur Sahib,Punjab,TRUE
5669,124139,Jhajjar_Policeline_I (Haryana),Jhajjar_Policeline_I (Haryana),Jhajjar_Policeline_I (Haryana),Jhajjar,Haryana,FALSE
5670,504102,Bhainsa_VinayakNagar_D (Telangana),Bhainsa_VinayakNagar_D (Telangana),Bhainsa_VinayakNagar_D (Telangana),Bhainsa,Telangana,TRUE
5671,461114,Itarsi_AwnNgr_D (Madhya Pradesh),Itarsi_AwnNgr_D (Madhya Pradesh),Itarsi_AwnNgr_D (Madhya Pradesh),Itarsi,Madhya Pradesh,TRUE
5672,341520,Makrana_Mathabhar_D (Rajasthan),Makrana_Mathabhar_D (Rajasthan),Makrana_Mathabhar_D (Rajasthan),Makrana,Rajasthan,TRUE
5673,313013,Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur,Rajasthan,FALSE
5674,152023,Ferozepur_DC (Punjab),Ferozepur_DC (Punjab),Ferozepur_DC (Punjab),Firozpur,Punjab,TRUE
5675,431215,Jalna_Yashodipnagar_D (Maharashtra),Jalna_Yashodipnagar_D (Maharashtra),Jalna_Yashodipnagar_D (Maharashtra),Jalna,Maharashtra,TRUE
5676,768002,Sambalpur_Hirakud_H (Orissa),Sambalpur_Hirakud_H (Orissa),Sambalpur_Hirakud_H (Orissa),Sambalpur,Orissa,FALSE
5677,561201,Magadi_Hosapete_D (Karnataka),Magadi_Hosapete_D (Karnataka),Magadi_Hosapete_D (Karnataka),Magadi,Karnataka,TRUE
5678,577430,Sagara_Hotel_D (Karnataka),Sagara_Hotel_D (Karnataka),Sagara_Hotel_D (Karnataka),Sagara,Karnataka,TRUE
5679,171102,Darlaghat_Central_D_1 (Himachal Pradesh),Darlaghat_Central_D_1 (Himachal Pradesh),Darlaghat_Central_D_1 (Himachal Pradesh),Darlaghat,Himachal Pradesh,TRUE
5680,700135,Kolkata_Matiagachha_L (West Bengal),Kolkata_Matiagachha_L (West Bengal),Kolkata_Matiagachha_L (West Bengal),Kolkata,West Bengal,FALSE
5681,741318,Nabadwip_Srirampur1_D (West Bengal),Nabadwip_Srirampur1_D (West Bengal),Nabadwip_Srirampur1_D (West Bengal),Nabadwip,West Bengal,TRUE
5682,396460,Bilimora_MarutiNagar_D (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,TRUE
5683,385210,Palanpur_Esbipura1_D (Gujarat),Palanpur_Esbipura1_D (Gujarat),Palanpur_Esbipura1_D (Gujarat),Palanpur,Gujarat,TRUE
5684,201206,Ghaziabad_Indirapuram_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Ghaziabad_Indirapuram_L (Uttar Pradesh),Ghaziabad,Uttar Pradesh,FALSE
5685,621010,Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur,Tamil Nadu,TRUE
5686,455001,Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore,Madhya Pradesh,FALSE
5687,142060,Faridkot_Puricolny_D (Punjab),Faridkot_Puricolny_D (Punjab),Faridkot_Puricolny_D (Punjab),Faridkot,Punjab,TRUE
5688,500762,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
5689,464774,Tendukheda_AadhaarCntr_D (Madhya Pradesh),Tendukheda_AadhaarCntr_D (Madhya Pradesh),Tendukheda_AadhaarCntr_D (Madhya Pradesh),Gadarwara,Madhya Pradesh,TRUE
5690,122227,Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon,Haryana,FALSE
5691,741248,Ranaghat_Payradanga_D (West Bengal),Ranaghat_Payradanga_D (West Bengal),Ranaghat_Payradanga_D (West Bengal),Ranaghat,West Bengal,TRUE
5692,454773,Dhar_TirupatiNagar_D (Madhya Pradesh),Dhar_TirupatiNagar_D (Madhya Pradesh),Dhar_TirupatiNagar_D (Madhya Pradesh),Dhar,Madhya Pradesh,TRUE
5693,244925,Rampur_Tanda_D (Uttar Pradesh),Rampur_Tanda_D (Uttar Pradesh),Rampur_Tanda_D (Uttar Pradesh),Rampur,Uttar Pradesh,TRUE
5694,611110,Nagapattinam_Kadambadi_D (Tamil Nadu),Nagapattinam_Kadambadi_D (Tamil Nadu),Nagapattinam_Kadambadi_D (Tamil Nadu),Nagapattinam,Tamil Nadu,TRUE
5695,713518,Katwa_Panchghara_D (West Bengal),Katwa_Panchghara_D (West Bengal),Katwa_Panchghara_D (West Bengal),Katwa,West Bengal,TRUE
5696,711416,Ilipur_Dhanyahana_D (West Bengal),Ilipur_Dhanyahana_D (West Bengal),Ilipur_Dhanyahana_D (West Bengal),Ilipur,West Bengal,TRUE
5697,843349,Sitamarhi_Punaura_D (Bihar),Sitamarhi_Punaura_D (Bihar),Sitamarhi_Punaura_D (Bihar),Sitamarhi,Bihar,TRUE
5698,572132,Madhugiri_SBI_DPP (Karnataka),Madhugiri_SBI_DPP (Karnataka),Madhugiri_SBI_DPP (Karnataka),Madhugiri,Karnataka,TRUE
5699,612505,Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam,Tamil Nadu,
5700,250205,Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut,Uttar Pradesh,FALSE
5701,474020,Gwalior_Nayagaon_P (Madhya Pradesh),Gwalior_Nayagaon_P (Madhya Pradesh),Gwalior_Nayagaon_P (Madhya Pradesh),Gwalior,Madhya Pradesh,FALSE
5702,396350,Bilimora_MarutiNagar_D (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,TRUE
5703,642122,Udumalaipettai_Gangthrn_D (Tamil Nadu),Udumalaipettai_Gangthrn_D (Tamil Nadu),Udumalaipettai_Gangthrn_D (Tamil Nadu),Udumalaipettai,Tamil Nadu,TRUE
5704,509217,Shadnagar_Farooqnagar_D (Telangana),Shadnagar_Farooqnagar_D (Telangana),Shadnagar_Farooqnagar_D (Telangana),Shadnagar,Telangana,TRUE
5705,721151,Bagnan_Abhirampur_L (West Bengal),Bagnan_Abhirampur_L (West Bengal),Bagnan_Abhirampur_L (West Bengal),Bagnan,West Bengal,TRUE
5706,388306,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
5707,574201,Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur,Karnataka,TRUE
5708,572135,Sira_BalajiNagara_D (Karnataka),Sira_BalajiNagara_D (Karnataka),Sira_BalajiNagara_D (Karnataka),Sira,Karnataka,TRUE
5709,111112,Faridabad_MathuraRoad_GW (Haryana),Faridabad_MathuraRoad_GW (Haryana),Faridabad_MathuraRoad_GW (Haryana),Faridabad,Haryana,TRUE
5710,641016,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
5711,221001,Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi,Uttar Pradesh,FALSE
5712,627716,Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti,Tamil Nadu,TRUE
5713,312401,Mandphiya_Kanore_DPP (Rajasthan),Mandphiya_Kanore_DPP (Rajasthan),Mandphiya_Kanore_DPP (Rajasthan),Mandphiya,Rajasthan,TRUE
5714,802114,Rajpur_Devdhiya_D (Bihar),Rajpur_Devdhiya_D (Bihar),Rajpur_Devdhiya_D (Bihar),Rajpur,Bihar,TRUE
5715,500015,Hyderabad_Bolarum_L (Telangana),Hyderabad_Bolarum_L (Telangana),Hyderabad_Bolarum_L (Telangana),Hyderabad,Telangana,FALSE
5716,322224,Bonli_Bhadoti_DPP (Rajasthan),Bonli_Bhadoti_DPP (Rajasthan),Bonli_Bhadoti_DPP (Rajasthan),Bonli,Rajasthan,
5717,601203,Chennai_Temp1_L (Tamil Nadu),Chennai_Temp1_L (Tamil Nadu),Chennai_Temp1_L (Tamil Nadu),Gummudipoondi,Tamil Nadu,FALSE
5718,410503,Ambegaon_Manchar1_D (Maharashtra),Ambegaon_Manchar1_D (Maharashtra),Ambegaon_Manchar1_D (Maharashtra),Ambegaon,Maharashtra,TRUE
5719,302021,Jaipur_Bhakrota_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_Bhakrota_L (Rajasthan),Jaipur,Rajasthan,FALSE
5720,622001,Pudukkottai_NainarClny_D (Tamil Nadu),Pudukkottai_NainarClny_D (Tamil Nadu),Pudukkottai_NainarClny_D (Tamil Nadu),Pudukkottai,Tamil Nadu,TRUE
5721,570029,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
5722,625107,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
5723,685505,Mundakayam_Ellapara_D (Kerala),Mundakayam_Ellapara_D (Kerala),Mundakayam_Ellapara_D (Kerala),Mundakayam,Kerala,TRUE
5724,507169,Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam,Telangana,TRUE
5725,679588,Valanchery_Vettichira_D (Kerala),Valanchery_Vettichira_D (Kerala),Valanchery_Vettichira_D (Kerala),Valanchery,Kerala,TRUE
5726,324009,Kota_IndustrialArea_H (Rajasthan),Kota_IndustrialArea_H (Rajasthan),Kota_IndustrialArea_H (Rajasthan),Kota,Rajasthan,FALSE
5727,173202,Dharampur_Kumarhatti_D (Himachal Pradesh),Dharampur_Kumarhatti_D (Himachal Pradesh),Dharampur_Kumarhatti_D (Himachal Pradesh),Dharampur,Himachal Pradesh,FALSE
5728,506163,Rayaparthi_Busstand_D (Telangana),Rayaparthi_Busstand_D (Telangana),Rayaparthi_Busstand_D (Telangana),Rayaparthi,Telangana,TRUE
5729,396427,Bilimora_MarutiNagar_D (Gujarat),Surat_Kacholi_GW (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,FALSE
5730,285205,Konch_Central_D_2 (Uttar Pradesh),Konch_Central_D_2 (Uttar Pradesh),Konch_Central_D_2 (Uttar Pradesh),Konch,Uttar Pradesh,TRUE
5731,482003,Jabalpur_Timri_P (Madhya Pradesh),Jabalpur_Timri_P (Madhya Pradesh),Jabalpur_Timri_P (Madhya Pradesh),Jabalpur,Madhya Pradesh,FALSE
5732,713172,Panagarh_Kanksa_D (West Bengal),Panagarh_Kanksa_D (West Bengal),Panagarh_Kanksa_D (West Bengal),Panagarh,West Bengal,TRUE
5733,389130,Limkheda_Vateda_D (Gujarat),Limkheda_Vateda_D (Gujarat),Limkheda_Vateda_D (Gujarat),Limkheda,Gujarat,TRUE
5734,801112,Bihta_Kateshwar_D (Bihar),Bihta_Kateshwar_D (Bihar),Bihta_Kateshwar_D (Bihar),Bihta,Bihar,FALSE
5735,577525,Davangere_Industrialarea_I (Karnataka),Davangere_Industrialarea_I (Karnataka),Davangere_Industrialarea_I (Karnataka),Davangere,Karnataka,FALSE
5736,273162,Brijmanganj_Rattupur_DPP (Uttar Pradesh),Brijmanganj_Rattupur_DPP (Uttar Pradesh),Brijmanganj_Rattupur_DPP (Uttar Pradesh),Brijmanganj,Uttar Pradesh,TRUE
5737,766027,Muniguda_Ambodola_DPP (Orissa),Muniguda_Ambodola_DPP (Orissa),Muniguda_Ambodola_DPP (Orissa),Muniguda,Orissa,TRUE
5738,382860,Vadnagar_BsstdDPP_D (Gujarat),Vadnagar_BsstdDPP_D (Gujarat),Vadnagar_BsstdDPP_D (Gujarat),Vadnagar,Gujarat,TRUE
5739,643007,Ooty_Westmere_D (Tamil Nadu),Ooty_Westmere_D (Tamil Nadu),Ooty_Westmere_D (Tamil Nadu),Ooty,Tamil Nadu,TRUE
5740,799285,Kamalpur_Manikbhandar_D (Tripura),NSZ,Kamalpur_Manikbhandar_D (Tripura),Kamalpur,Tripura,FALSE
5741,192102,Anantnag_QaziBagh_DPP (Jammu & Kashmir),Anantnag_QaziBagh_DPP (Jammu & Kashmir),Anantnag_QaziBagh_DPP (Jammu & Kashmir),Anantnag,Jammu & Kashmir,TRUE
5742,387345,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,TRUE
5743,624601,Palani_Kothaimangalam_D (Tamil Nadu),Palani_Kothaimangalam_D (Tamil Nadu),Palani_Kothaimangalam_D (Tamil Nadu),Palani,Tamil Nadu,TRUE
5744,770042,Koira_Bhanjapali_DPP (Orissa),Koira_Bhanjapali_DPP (Orissa),Koira_Bhanjapali_DPP (Orissa),Koira,Orissa,TRUE
5745,670651,Chavassery_Peravoor_D (Kerala),Chavassery_Peravoor_D (Kerala),Chavassery_Peravoor_D (Kerala),Chavassery,Kerala,TRUE
5746,151005,Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda,Punjab,FALSE
5747,755003,Chandipur_Keshpur_D (Orissa),Chandipur_Keshpur_D (Orissa),Chandipur_Keshpur_D (Orissa),Chandipur,Orissa,TRUE
5748,800029,Patna_PhulwariSharif_L (Bihar),Patna_Janarjanpur_H (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,FALSE
5749,678592,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,TRUE
5750,686145,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
5751,691520,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,TRUE
5752,396510,Vansda_Chikatiya_D (Gujarat),Vansda_Chikatiya_D (Gujarat),Vansda_Chikatiya_D (Gujarat),Vansda,Gujarat,TRUE
5753,574279,Vitla_FawzBuldng_DPP (Karnataka),Vitla_FawzBuldng_DPP (Karnataka),Vitla_FawzBuldng_DPP (Karnataka),Vitla,Karnataka,TRUE
5754,425310,Malkapur_Gadegaon_D (Maharashtra),Malkapur_Gadegaon_D (Maharashtra),Malkapur_Gadegaon_D (Maharashtra),Malkapur,Maharashtra,TRUE
5755,590004,Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum,Karnataka,FALSE
5756,176313,Nurpur_Sadwan_DPP (Himachal Pradesh),Nurpur_Sadwan_DPP (Himachal Pradesh),Nurpur_Sadwan_DPP (Himachal Pradesh),Nurpur,Himachal Pradesh,TRUE
5757,389365,Halol_DhavalPark_D (Gujarat),Halol_DhavalPark_D (Gujarat),Halol_DhavalPark_D (Gujarat),Halol,Gujarat,TRUE
5758,171218,Shimla_Chail_DPP (Himachal Pradesh),Shimla_Chail_DPP (Himachal Pradesh),Shimla_Chail_DPP (Himachal Pradesh),Shimla,Himachal Pradesh,TRUE
5759,152129,Abohar_DaulatPura1_D (Punjab),Abohar_DaulatPura1_D (Punjab),Abohar_DaulatPura1_D (Punjab),Abohar,Punjab,TRUE
5760,689112,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,TRUE
5761,212104,Manda_AmiliyaKala_D (Uttar Pradesh),Manda_AmiliyaKala_D (Uttar Pradesh),Manda_AmiliyaKala_D (Uttar Pradesh),Manda,Uttar Pradesh,TRUE
5762,695029,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,FALSE
5763,743194,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,FALSE
5764,606901,Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur,Tamil Nadu,TRUE
5765,574110,Karkala_JodursteJ_D (Karnataka),Karkala_JodursteJ_D (Karnataka),Karkala_JodursteJ_D (Karnataka),Karkala,Karnataka,TRUE
5766,847337,Darbhanga_Madhpur_I (Bihar),Darbhanga_Madhpur_I (Bihar),Darbhanga_Madhpur_I (Bihar),Darbhanga,Bihar,FALSE
5767,452002,Indore_Sinhasa_L (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Sinhasa_L (Madhya Pradesh),Indore,Madhya Pradesh,FALSE
5768,247656,Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar,Uttarakhand,FALSE
5769,686651,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,TRUE
5770,505325,Koratla_Metpally_DPP (Telangana),Koratla_Metpally_DPP (Telangana),Koratla_Metpally_DPP (Telangana),Koratla,Telangana,TRUE
5771,494001,Jagdalpur_Parpa_D (Chhattisgarh),Jagdalpur_Parpa_D (Chhattisgarh),Jagdalpur_Parpa_D (Chhattisgarh),Jagdalpur,Chhattisgarh,FALSE
5772,635109,Hosur_SipcotPhase1_L (Tamil Nadu),Hosur_SipcotPhase1_L (Tamil Nadu),Hosur_SipcotPhase1_L (Tamil Nadu),Hosur,Tamil Nadu,FALSE
5773,387620,Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj,Gujarat,TRUE
5774,275203,Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur,Uttar Pradesh,TRUE
5775,263632,Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar,Uttarakhand,FALSE
5776,425509,Raver_BurhanpurRoad_D (Maharashtra),Raver_BurhanpurRoad_D (Maharashtra),Raver_BurhanpurRoad_D (Maharashtra),Raver,Maharashtra,TRUE
5777,326515,Chaumahla_Gangadhar_DPP (Rajasthan),Chaumahla_Gangadhar_DPP (Rajasthan),Chaumahla_Gangadhar_DPP (Rajasthan),Chaumahla,Rajasthan,TRUE
5778,229406,Unchahar_Khojanpur_D (Uttar Pradesh),Unchahar_Khojanpur_D (Uttar Pradesh),Unchahar_Khojanpur_D (Uttar Pradesh),Unchahar,Uttar Pradesh,TRUE
5779,800008,Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_H (Bihar),Patna_Janarjanpur_R (Bihar),Patna,Bihar,FALSE
5780,146106,Garhshankar_Ward10_D (Punjab),Garhshankar_Ward10_D (Punjab),Garhshankar_Ward10_D (Punjab),Garhshanker,Punjab,TRUE
5781,396007,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,FALSE
5782,582123,Gadag_VijayNagara_D (Karnataka),Gadag_VijayNagara_D (Karnataka),Gadag_VijayNagara_D (Karnataka),Gadag,Karnataka,TRUE
5783,786145,Tinsukia_Nokhroygaon2_D (Assam),Tinsukia_Nokhroygaon2_D (Assam),Tinsukia_Nokhroygaon2_D (Assam),Tinsukia,Assam,TRUE
5784,788805,Karimganj_Alakulipur_D (Assam),Karimganj_Alakulipur_D (Assam),Karimganj_Alakulipur_D (Assam),Karimganj,Assam,TRUE
5785,504306,Nirmal_AdarshNgr_D (Telangana),Nirmal_AdarshNgr_D (Telangana),Nirmal_AdarshNgr_D (Telangana),Nirmal,Telangana,TRUE
5786,143532,Dinanagar_AryaNagar_D (Punjab),Dinanagar_AryaNagar_D (Punjab),Dinanagar_AryaNagar_D (Punjab),Dinanagar,Punjab,TRUE
5787,225119,Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh,Uttar Pradesh,TRUE
5788,784176,Biswanath_CharialiLIC_D (Assam),Biswanath_CharialiLIC_D (Assam),Biswanath_CharialiLIC_D (Assam),BiswanathCH,Assam,TRUE
5789,282009,Agra_Jaupura1_L (Uttar Pradesh),Agra_Jaupura_H (Uttar Pradesh),Agra_Jaupura1_L (Uttar Pradesh),Agra,Uttar Pradesh,FALSE
5790,731222,Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj,West Bengal,TRUE
5791,841203,Raghunathpur_DhnwtiKhp_D (Bihar),Raghunathpur_DhnwtiKhp_D (Bihar),Raghunathpur_DhnwtiKhp_D (Bihar),Raghunathpur-BR,Bihar,FALSE
5792,487221,Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur,Madhya Pradesh,TRUE
5793,785614,Dergaon_Rojabahar_DPP (Assam),Dergaon_Rojabahar_DPP (Assam),Dergaon_Rojabahar_DPP (Assam),Dergaon,Assam,TRUE
5794,335804,Pilibanga_Suratgarh2_D (Rajasthan),Pilibanga_Suratgarh2_D (Rajasthan),Pilibanga_Suratgarh2_D (Rajasthan),Pilibanga,Rajasthan,TRUE
